"Attach Invoice as PDF","Joindre la Facture en PDF"
"Attach Terms and Conditions","Joindre les CGV en PDF"
"Attach Packing Slip as PDF","Joindre le Bon de livraison en PDF"
"Attach Credit Memo as PDF","Joindre la Note d'Avoir en PDF"
"Attach Order as PDF","Joindre la Commande en PDF"
"Print Orders","Print Orders"
"Attach Product Attachments","Attach Product Attachments"
